Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU545,84.06014861,28.2974075,99.65187024,5311.383162,Non-binary,1.601209518,7.779479845,56.28732774,9.758663981,Carrier A,6.632860882,Supplier 3,Chennai,26.02078754,535.0572784,17.10528824,27.52016503,Fail,3.763171465,Sea,Route B,865.8297731
skincare,SKU546,12.68491213,54.77518588,229.6033967,4662.270576,Non-binary,49.67912402,19.71959488,11.5201372,4.145491769,Carrier C,2.475025871,Supplier 3,Mumbai,18.77347557,728.0999039,10.22761473,20.21903466,Pending,3.609980888,Sea,Route A,689.4636664
skincare,SKU547,77.36039938,44.5412248,770.2361446,9607.904857,Unknown,85.22167568,12.69097976,66.59386963,4.147761639,Carrier C,6.545513705,Supplier 1,Kolkata,30,750.2413997,7.451047115,30.52208989,Pass,2.045610928,Road,Route A,758.0964223
skincare,SKU548,15.42410019,16.77333889,345.0459471,8828.380735,Female,44.46378706,27.51002147,72.35474477,7.898694942,Carrier A,4.603952458,Supplier 2,Mumbai,28.99597144,921.9725409,24.77950728,87.34018856,Fail,2.887931877,Rail,Route A,404.6044645
cosmetics,SKU549,75.99453252,82.7945742,54.14769522,8839.055515,Female,12.72019056,17.00450988,65.47322371,1.826135773,Carrier C,8.332578962,Supplier 5,Chennai,4.413840675,215.5129708,1.532670758,67.42949981,Pending,1.439490098,Road,Route B,857.4999829
cosmetics,SKU550,39.81923084,96.81891509,644.7636026,9045.094629,Unknown,1.000320831,26.16874645,22.54770176,6.768495161,Carrier B,1.022845811,Supplier 1,Mumbai,4.120766631,447.1939768,10.12408321,9.426397906,Pass,0.486139942,Road,Route B,505.7689085
skincare,SKU551,12.67870684,2.257083973,227.151751,4050.601183,Male,75.56212781,8.267236721,49.16484714,8.685491459,Carrier B,9.464823352,Supplier 5,Bangalore,24.0768921,165.261818,9.415529485,97.09031894,Pending,1.746404852,Road,Route B,526.7094035
skincare,SKU552,98.24609041,18.94994,297.3985468,8385.647087,Unknown,25.48272765,11.17061747,71.24217677,5.975615621,Carrier A,8.794802084,Supplier 1,Chennai,28.595832,292.0925796,5.920173515,66.35090128,Pass,4.274491714,Air,Route C,461.7267949
skincare,SKU553,99.17132864,18.98953445,310.8468375,8297.239673,Unknown,28.19110296,12.47043759,65.71316556,5.780468817,Carrier B,9.080456382,Supplier 1,Chennai,29.479239,304.4458861,6.494763356,63.31921892,Pass,4.10894479,Air,Route C,464.967275
haircare,SKU554,3.522164749,61.8258953,871.4609762,5704.787229,Unknown,40.46177794,4.861110792,4.095846228,5.019260548,Carrier A,5.494344432,Supplier 4,Delhi,1,944.6985419,8.718581054,83.0583974,Fail,0.417758565,Rail,Route A,349.652326
skincare,SKU555,81.42747199,95.70635582,948.8805044,5759.68573,Female,90.80983332,19.8964563,42.09656287,8.336679777,Carrier C,6.836613756,Supplier 1,Kolkata,18.53728633,773.9749699,1.295612569,84.68161467,Pending,4.252953295,Road,Route A,514.8652059
cosmetics,SKU556,66.85648753,26.04948128,514.3634234,1305.11674,Unknown,97.80392414,15.82075901,23.87323314,6.915795005,Carrier B,7.537862406,Supplier 2,Kolkata,10.90546177,139.9967409,4.42401156,2.323787352,Fail,0.330185585,Air,Route B,340.4079975
cosmetics,SKU557,53.42924233,76.06710095,672.0349712,9542.157614,Non-binary,70.68297064,1,88.56447826,4.776126191,Carrier B,9.223466626,Supplier 5,Kolkata,9.634677441,841.2480822,12.23056143,8.013850323,Pending,0.627011875,Air,Route B,350.6731081
skincare,SKU558,79.44634278,22.39345664,693.8776131,2851.969636,Non-binary,93.4630679,11.22454412,11.13517348,4.738541398,Carrier A,4.938702881,Supplier 2,Delhi,27.38959307,896.9930291,4.55416855,30.73063355,Fail,4.605857007,Sea,Route B,346.6307392
haircare,SKU559,9.871321681,57.38778068,89.96063349,4088.162117,Male,46.88299133,19.71643214,4.675707178,9.271872688,Carrier A,7.942352154,Supplier 4,Mumbai,10.98165271,506.1727171,13.5240615,60.79229742,Pending,3.410097389,Road,Route A,519.4086528
skincare,SKU560,37.62649296,96.11473598,634.8170869,9069.054876,Unknown,0.435430118,26.62586057,19.31200833,7.095227786,Carrier A,1.013486566,Supplier 1,Bangalore,2.959606455,471.989811,9.794869806,6.516249638,Pass,0.567174777,Road,Route A,507.0727269
skincare,SKU561,65.77686985,65.62904859,80.00290299,7838.325256,Non-binary,21.653452,13.42976981,60.61417376,5.782713099,Carrier C,1.594324658,Supplier 5,Kolkata,23.22255156,944.4546598,18.07416925,32.47433056,Pass,4.682478922,Rail,Route A,260.2858532
skincare,SKU562,32.31383797,70.84160979,447.9436179,8178.754601,Male,62.69466337,23.58474191,53.38792436,7.87619295,Carrier C,6.260912383,Supplier 5,Kolkata,15.28512956,376.6728795,20.81094764,2.41295877,Fail,4.939255289,Road,Route C,564.0693878
skincare,SKU563,49.77142179,100,134.6813036,2655.546453,Unknown,44.93806533,11.61987251,95.07255086,3.265469072,Carrier A,4.835058719,Supplier 4,Chennai,20.20541777,688.2264361,14.99358499,86.66354375,Pending,3.598812454,Road,Route A,483.3401102
skincare,SKU564,20.51886632,41.62985633,920.9720706,8574.503523,Female,52.3909365,1,26.36882691,6.845883953,Carrier A,1.471260108,Supplier 5,Chennai,27.50974224,567.2373554,9.288414006,5.128387166,Pass,2.914193933,Rail,Route A,851.6124018
skincare,SKU565,6.527030131,72.91092701,302.7815306,6508.533874,Male,1.47119628,5.179973959,76.64103927,1,Carrier B,4.181468219,Supplier 1,Bangalore,2.695100439,426.4646483,20.75919391,81.2039518,Pass,1.019183048,Air,Route A,861.3383229
haircare,SKU566,70.20906181,87.77791199,76.84687425,4849.339124,Unknown,58.61638647,17.80977541,64.33927788,1,Carrier C,7.339753055,Supplier 2,Chennai,19.61302242,822.0765233,20.76493083,34.41874338,Fail,4.201172908,Air,Route A,843.9912076
cosmetics,SKU567,61.86951072,89.77334817,906.6640849,1960.192754,Male,98.31164891,22.73588102,83.83946213,6.980004904,Carrier B,7.765367226,Supplier 2,Delhi,4.292685502,200.5686871,27.46963877,37.30524931,Pending,0.648172025,Rail,Route B,997.4134501
haircare,SKU568,74.54330936,59.38179847,759.9822758,9364.608857,Male,61.60158796,18.5763659,83.0438813,7.189918208,Carrier A,3.913789752,Supplier 2,Mumbai,20.34975025,957.5499157,10.33423667,67.02958142,Pending,0.691331664,Sea,Route A,120.4122378
haircare,SKU569,31.62938263,7.990878386,639.4661255,5982.846271,Non-binary,30.6235094,22.07611231,59.19750829,3.123693888,Carrier A,4.232649999,Supplier 1,Kolkata,25.95103417,492.3370321,28.10348643,30.75563383,Pass,2.429986209,Road,Route B,800.839872
skincare,SKU570,16.93616701,10.81082144,962.5342432,2444.968177,Non-binary,55.06267182,13.48910771,80.61431734,1.866695901,Carrier C,8.377241051,Supplier 5,Kolkata,18.55540205,836.5299544,4.344426747,95.9054256,Pass,1.697461522,Road,Route B,815.334294
skincare,SKU571,15.82076797,11.4058172,996,2209.144868,Non-binary,50.70150569,12.97782391,82.84693631,1.801190697,Carrier C,8.422878089,Supplier 5,Kolkata,19.73964595,835.4440469,5.31813385,97.79089482,Pass,1.803277434,Rail,Route B,822.1682393
haircare,SKU572,37.3771689,22.35354369,615.8637973,9264.809804,Unknown,8.498355656,9.962909542,48.88141099,8.367028861,Carrier C,4.573520576,Supplier 2,Kolkata,17.73095058,381.1831763,15.81279019,26.80299226,Pending,2.193700389,Sea,Route A,626.9745588
cosmetics,SKU573,24.93078033,27.55593604,319.2549273,7618.966552,Non-binary,62.5878077,2.498853185,28.5179617,2.681709047,Carrier C,5.512540427,Supplier 3,Mumbai,27.3570905,611.4123664,28.77567782,16.54837637,Pending,3.991593097,Rail,Route A,172.3862995
cosmetics,SKU574,99.17132864,11.39833921,122.4725616,5952.656146,Unknown,87.63490441,1,29.18338504,8.158147144,Carrier B,9.929816245,Supplier 2,Kolkata,22.71638223,339.6559699,10.93693548,44.52655656,Fail,1.819679075,Rail,Route B,528.6025857
cosmetics,SKU575,52.38794158,40.99391435,275.6962852,1912.084397,Male,90.25693977,25.65843663,12.55119903,7.966846376,Carrier B,4.587443067,Supplier 2,Mumbai,3.127643313,640.1922789,29.6493653,56.65774994,Pass,0.265790053,Rail,Route A,242.1890713
haircare,SKU576,76.13367001,66.78657847,699.6822785,7590.376112,Unknown,16.8045111,14.29617537,26.68959869,8.983112401,Carrier B,8.512175756,Supplier 4,Mumbai,16.80178108,422.3831569,26.00845496,56.37922836,Pending,1.251634195,Air,Route A,810.0899768
skincare,SKU577,92.8838295,26.89392653,574.5384441,8730.579354,Non-binary,52.41591942,29.4956957,79.46639215,4.888549964,Carrier B,1.958293855,Supplier 1,Kolkata,25.13067619,568.2276079,13.76393594,6.268596759,Pending,0.035044768,Road,Route B,926.8460278
haircare,SKU578,6.204919298,55.74772546,82.76297128,4122.730135,Unknown,45.30876997,20.0155967,5.42956608,8.751198489,Carrier A,8.003787961,Supplier 4,Mumbai,9.629775392,514.5897747,12.63386891,66.05221207,Fail,3.387664406,Sea,Route A,524.6353947
cosmetics,SKU579,48.93640877,62.14383059,225.5520475,1966.951916,Female,5.967426799,17.28071976,53.69678955,1,Carrier B,9.322433212,Supplier 2,Bangalore,20.96022532,596.4869868,25.65265521,64.82699831,Pending,2.478764607,Rail,Route A,497.3241135
cosmetics,SKU580,91.384523,37.00208137,359.0652398,2921.825891,Unknown,49.51132184,8.259420323,62.92870644,7.916075207,Carrier C,7.455109341,Supplier 2,Mumbai,24.19769898,279.9682083,3.386149063,6.837244529,Fail,2.756737941,Sea,Route B,763.7647459
skincare,SKU581,43.93146465,98.67926563,149.9544444,1673.793544,Female,20.29120358,26.75809588,56.52529053,3.628607838,Carrier C,7.523376916,Supplier 4,Mumbai,24.4177932,201.4950314,5.904836198,96.78621811,Fail,4.939255289,Road,Route C,659.6439458
haircare,SKU582,73.13844073,10.45659918,765.2091489,4219.231918,Unknown,47.65391678,5.091154181,8.989643791,5.087558246,Carrier B,4.101479908,Supplier 3,Delhi,27.2491054,681.188501,1.946144694,19.28474621,Pending,2.620163241,Sea,Route B,323.6773517
haircare,SKU583,56.47579241,56.69892485,197.2592914,7902.524657,Female,29.92614101,25.09698903,23.7087132,1.234182428,Carrier B,6.919870233,Supplier 3,Bangalore,5.062297886,207.2079411,10.77831021,59.06846433,Pending,0.024693733,Road,Route C,382.7811244
skincare,SKU584,99.03293125,22.35436369,567.0783085,8560.233978,Non-binary,56.68557456,27.53527598,77.03585056,5.24994714,Carrier B,2.38860136,Supplier 1,Chennai,25.66859295,569.79346,13.00002612,3.706848099,Pending,0.192096656,Road,Route B,906.1876393
haircare,SKU585,30.68893252,10.20931641,597.789807,6619.96495,Non-binary,36.20510992,22.17044362,57.00430731,2.933012347,Carrier B,4.663531981,Supplier 1,Kolkata,26.80385501,493.0603703,28.73531361,33.15817086,Pass,2.459889368,Road,Route C,812.7818869
cosmetics,SKU586,62.24002269,88.32928499,904.5301807,1923.166103,Male,96.03710224,22.02817751,81.92180718,6.904165465,Carrier B,7.264320402,Supplier 4,Delhi,5.116206154,189.7705116,27.67577715,44.21928801,Pending,0.711128949,Road,Route B,997.4134501
cosmetics,SKU587,50.24377009,43.67297333,276.0839435,2027.398465,Male,90.16458967,24.97936282,11.34946082,8.152016438,Carrier C,4.54787822,Supplier 2,Mumbai,4.137283504,643.4510548,29.06715129,64.80460414,Pass,0.17490851,Rail,Route B,206.5548905
cosmetics,SKU588,22.79012248,29.38668081,375.2540789,7612.025798,Non-binary,66.41805325,1.972820134,31.2260738,3.331098327,Carrier C,5.381016052,Supplier 3,Mumbai,29.08266368,665.6716103,27.335225,19.62720146,Pending,3.860107188,Road,Route A,190.0026486
skincare,SKU589,94.81959044,75.80748748,878.7729856,8706.000719,Unknown,39.11892529,13.74473137,41.09766685,1.578844061,Carrier C,2.682544894,Supplier 3,Chennai,8.090400002,177.6116441,4.2644598,76.61814053,Pass,2.974438677,Sea,Route B,788.1931837
cosmetics,SKU590,99.17132864,8.765759028,141.2496873,5827.301539,Female,89.6958075,1,25.34593507,7.921461447,Carrier B,9.854358424,Supplier 1,Mumbai,22.8065798,349.1202113,10.80719137,48.73956,Pending,1.878283756,Rail,Route B,540.6987737
skincare,SKU591,98.74375268,22.25294068,345.514245,8069.793448,Unknown,32.36173318,11.73729827,65.76377125,6.297306364,Carrier A,9.129890358,Supplier 1,Chennai,29.79281089,340.5318015,6.36776537,64.34254799,Pending,4.043847071,Air,Route B,491.5134084
haircare,SKU592,75.46586238,15.62234039,716.4385594,2725.32482,Male,97.77827835,11.28528361,10.4593782,5.026247492,Carrier A,5.000041585,Supplier 2,Delhi,26.46675725,948.1089294,5.247404214,30.10857434,Fail,4.545671015,Sea,Route A,338.8540239
haircare,SKU593,72.57798246,27.37891961,36.9866323,7665.446417,Non-binary,23.16080883,17.08360345,7.084702801,3.034635876,Carrier C,6.789641077,Supplier 2,Mumbai,9.865033806,104,18.65095151,22.651816,Pending,1.682099629,Road,Route B,746.1500764
cosmetics,SKU594,61.85067433,91.11881242,895.5294921,1835.157238,Male,98.76863008,21.98493539,79.3012277,6.898319006,Carrier B,7.276501449,Supplier 4,Delhi,4.906061384,152.5474608,28.11772666,41.07815029,Pending,0.565324699,Rail,Route B,991.8442116
skincare,SKU595,17.7311206,24.89006343,154.8070814,1957.520116,Female,74.43306793,29.44477307,35.25484067,2.901050089,Carrier A,5.474405507,Supplier 1,Kolkata,29.42709796,784.2657494,5.883517887,8.379180418,Fail,1.594539654,Air,Route B,622.4174624
haircare,SKU596,79.08677508,63.65167724,634.8862493,7091.919623,Unknown,15.82000282,13.83710241,28.89355579,9.253792407,Carrier B,8.418052927,Supplier 4,Kolkata,17.95203237,474.6724453,25.50478283,62.34880798,Fail,1.199865895,Air,Route A,785.3069505
haircare,SKU597,11.45739167,33.39758085,8,9516.578357,Female,0,9.820690432,87.46923987,2.16034637,Carrier B,7.894976666,Supplier 1,Mumbai,13.13311462,959.2800873,27.50407846,27.88006698,Fail,4.515002041,Air,Route A,137.970205
skincare,SKU598,94.98598382,27.73253444,125.7947106,1915.21353,Non-binary,15.42294123,21.1073828,55.31535765,9.800566357,Carrier C,2.353984995,Supplier 1,Chennai,25.42088405,741.6142462,11.48103092,46.38545098,Pass,2.022680947,Air,Route C,912.6248513
skincare,SKU599,15.31456091,12.35606741,373.2808382,2851.162791,Male,45.39215055,19.39820766,70.25304947,1,Carrier A,4.6111263,Supplier 2,Mumbai,5.531539022,953.6058088,25.53350548,2.761800342,Fail,4.140978792,Road,Route C,607.4895542
